satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Department,salary
0.38,0.49,2,145,,IT,low
0.46,0.45,2,138,,IT,low
0.37,0.57,2,129,,product_mng,low
0.43,0.52,2,150,,product_mng,low
0.66,0.93,5,253,,product_mng,low
0.37,0.48,2,160,,product_mng,low
0.77,0.92,5,235,,IT,low
0.38,0.55,2,151,,sales,low
0.39,0.54,2,127,,sales,low
0.41,0.55,2,151,,sales,low
0.1,0.9,7,290,,sales,low
0.09,0.93,6,249,,sales,low
0.41,0.47,2,131,,marketing,medium
0.39,0.46,2,159,,sales,medium
0.83,0.99,4,223,,accounting,medium
0.09,0.87,3,214,,support,medium
0.75,0.81,5,227,,technical,medium
0.44,0.54,2,127,,management,medium
0.1,0.84,6,293,,marketing,medium
0.42,0.46,2,141,,marketing,medium
0.1,0.83,6,300,,marketing,medium
0.1,0.86,6,309,,sales,medium
0.31,0.77,4,149,,sales,medium
0.42,0.54,2,159,,sales,medium
0.38,0.5,2,152,,sales,high
0.39,0.57,2,158,,sales,low
0.1,0.97,6,254,,sales,medium
0.11,0.93,6,294,,sales,medium
0.1,0.92,7,269,,sales,medium
0.11,0.9,7,247,,sales,medium
0.44,0.65,3,271,,sales,low
0.91,0.96,4,232,,sales,low
0.72,1,4,245,,sales,low
0.36,0.46,2,132,,sales,low
0.44,0.57,2,131,,sales,low
0.85,0.99,5,248,,sales,low
0.78,0.93,5,225,,sales,low
0.39,0.46,2,156,,sales,low
0.78,0.81,3,222,,sales,low
0.1,0.92,6,243,,sales,low
0.23,0.99,4,204,,accounting,low
0.11,0.87,6,301,,accounting,low
0.9,0.83,5,259,,accounting,low
0.91,0.89,4,247,,hr,low
0.11,0.79,7,295,,hr,low
0.43,0.54,2,150,,hr,low
0.45,0.49,2,151,,hr,low
0.11,0.91,5,291,,technical,low
0.11,0.93,6,253,,technical,low
0.43,0.5,2,161,,technical,low
0.91,0.97,4,251,,technical,low
0.43,0.55,2,153,,technical,medium
0.85,0.82,5,264,,technical,medium
0.1,0.77,6,310,,technical,medium
0.81,0.95,5,266,,technical,medium
0.36,0.62,4,237,,technical,medium
0.45,0.54,2,138,,technical,medium
0.86,1,5,227,,technical,medium
0.71,1,4,300,,support,medium
0.11,0.97,7,310,,support,medium
0.84,0.93,5,236,,support,medium
0.09,0.97,7,288,,support,medium
0.38,0.49,2,127,,support,medium
0.15,0.55,6,139,,support,high
0.1,0.92,7,253,,support,low
0.8,0.97,4,218,,support,medium
0.84,0.97,5,251,,support,medium
0.11,0.87,6,264,,support,medium
0.89,0.79,3,149,,support,medium
0.45,0.51,2,138,,technical,low
0.11,0.93,7,284,,technical,low
0.74,0.93,5,244,,technical,low
0.41,0.5,2,128,,management,low
0.44,0.53,2,154,,IT,low
0.37,0.56,2,138,,IT,low
0.11,0.86,6,308,,IT,low
0.1,0.93,6,269,,IT,low
0.7,0.74,6,136,,IT,low
0.59,1,2,160,,product_mng,low
0.38,0.53,2,138,,product_mng,low
0.72,0.95,4,220,,product_mng,low
0.73,1,5,274,,product_mng,low
0.39,0.48,2,161,,IT,low
0.89,0.82,5,224,,RandD,low
0.89,1,4,260,,RandD,low
0.11,0.78,6,300,,RandD,low
0.43,0.56,2,133,,RandD,low
0.09,0.93,6,308,,RandD,low
0.81,0.9,5,238,,marketing,low
0.37,0.53,2,126,,sales,low
0.36,0.56,2,138,,accounting,medium
0.11,0.85,6,299,,support,medium
0.1,0.85,6,254,,technical,medium
0.66,0.47,7,156,,management,medium
0.39,0.47,2,152,,marketing,medium
0.44,0.51,2,146,,marketing,medium
0.1,0.84,6,253,,marketing,medium
0.79,0.94,5,227,,sales,medium
0.1,0.81,6,301,,sales,medium
0.54,0.94,6,294,,sales,medium
0.37,0.47,2,151,,sales,medium
0.37,0.57,2,128,,sales,medium
0.82,0.89,5,217,,sales,high
0.45,0.52,2,160,,sales,low
0.79,0.9,5,263,,sales,medium
0.42,0.56,2,156,,sales,medium
0.1,0.85,6,273,,sales,medium
0.11,0.78,6,303,,sales,medium
0.74,1,4,253,,sales,low
0.1,0.93,6,270,,sales,low
0.79,1,4,218,,sales,low
0.43,0.48,2,144,,sales,low
0.41,0.47,2,154,,sales,low
0.39,0.55,2,146,,sales,low
0.1,0.94,6,260,,sales,low
0.82,0.85,5,218,,sales,low
0.41,0.46,2,128,,accounting,low
0.42,0.56,2,128,,accounting,low
0.74,0.88,4,248,,accounting,low
0.38,0.57,2,152,,hr,low
0.39,0.56,2,126,,hr,low
0.87,0.94,4,260,,hr,low
0.1,0.9,5,263,,hr,low
0.78,1,5,220,,technical,low
0.14,0.73,7,282,,technical,low
0.11,0.94,6,277,,technical,low
0.91,0.94,5,257,,technical,low
0.49,0.63,6,265,,technical,low
0.38,0.47,2,143,,technical,low
0.82,0.97,5,263,,technical,medium
0.38,0.88,3,154,,technical,medium
0.89,1,5,253,,technical,medium
0.11,0.79,6,294,,technical,medium
0.37,0.51,2,128,,technical,medium
0.38,0.5,2,153,,support,medium
0.78,0.87,5,256,,support,medium
0.41,0.51,2,127,,support,medium
0.41,0.51,2,137,,support,medium
0.11,0.83,6,295,,support,medium
0.11,0.79,6,281,,support,medium
0.43,0.57,2,131,,support,medium
0.75,0.86,5,237,,support,high
0.74,0.99,4,276,,support,low
0.85,0.85,5,267,,support,medium
0.73,0.92,5,266,,support,medium
0.1,0.79,6,294,,technical,medium
0.44,0.56,2,134,,technical,medium
0.3,0.56,3,309,,technical,low
0.11,0.77,7,273,,management,low
0.84,0.83,5,238,,IT,low
0.78,0.94,5,271,,IT,low
0.43,0.53,2,145,,IT,low
0.36,0.55,2,152,,IT,low
0.43,0.47,2,128,,IT,low
0.45,0.46,2,142,,product_mng,low
0.76,0.93,5,238,,product_mng,low
0.1,0.78,7,286,,product_mng,low
0.09,0.86,6,291,,product_mng,low
0.92,1,5,259,,IT,low
0.92,0.9,5,248,,sales,low
0.79,0.98,4,271,,sales,low
0.43,0.51,2,140,,sales,low
0.8,0.95,4,274,,sales,low
0.44,0.49,2,127,,sales,low
0.89,0.87,5,275,,marketing,low
0.48,0.88,3,239,,sales,low
0.11,0.82,6,304,,accounting,low
0.38,0.55,2,145,,support,low
0.11,0.85,6,259,,technical,medium
0.82,0.86,4,264,,management,medium
0.37,0.45,2,160,,marketing,medium
0.4,0.48,2,138,,marketing,medium
0.43,0.47,2,137,,marketing,medium
0.44,0.5,2,156,,sales,medium
0.42,0.56,2,147,,sales,medium
0.11,0.8,7,243,,sales,medium
0.78,0.87,4,236,,sales,medium
0.46,0.86,2,212,,sales,medium
0.77,0.91,5,261,,sales,medium
0.83,0.82,4,243,,sales,medium
0.32,0.58,5,271,,sales,high
0.9,0.92,5,154,,sales,low
0.42,0.52,2,151,,sales,medium
0.1,0.96,6,254,,sales,medium
0.1,0.91,6,285,,sales,medium
0.44,0.49,2,130,,sales,medium
0.1,0.95,7,301,,sales,low
0.11,0.8,6,286,,sales,low
0.1,0.89,6,246,,sales,low
0.39,0.47,2,135,,sales,low
0.92,0.92,4,245,,sales,low
0.43,0.56,2,136,,sales,low
0.11,0.89,6,301,,accounting,low
0.81,1,5,235,,accounting,low
0.11,0.85,7,272,,accounting,low
0.87,1,5,274,,hr,low
0.37,0.46,2,131,,hr,low
0.39,0.56,2,135,,hr,low
0.61,0.86,4,196,,hr,low
0.11,0.95,6,285,,technical,low
0.09,0.9,7,289,,technical,low
0.36,0.52,2,157,,technical,low
0.09,0.94,6,308,,technical,low
0.41,0.71,4,301,,technical,low
0.4,0.46,2,131,,technical,low
0.1,0.91,6,262,,technical,low
0.46,0.53,2,143,,technical,low
0.39,0.57,2,133,,technical,medium
0.41,0.5,2,153,,technical,medium
0.1,0.94,7,281,,technical,medium
0.39,0.51,2,132,,support,medium
0.73,0.83,5,270,,support,medium
0.41,0.45,2,150,,support,medium
0.37,0.51,2,140,,support,medium
0.38,0.5,2,150,,support,medium
0.8,0.63,5,180,,support,medium
0.09,0.85,5,281,,support,medium
0.85,0.92,4,275,,support,medium
0.42,0.54,2,130,,support,medium
0.41,0.48,2,130,,support,high
0.38,0.46,2,147,,support,low
0.72,1,5,264,,technical,medium
0.11,0.74,6,290,,technical,medium
0.37,0.47,2,150,,technical,medium
0.1,0.81,6,304,,management,medium
0.36,0.54,2,136,,IT,low
0.92,0.94,5,307,,IT,low
0.11,0.87,5,303,,IT,low
0.39,0.56,2,156,,IT,low
0.11,0.95,6,271,,IT,low
0.45,0.45,2,140,,product_mng,low
0.44,0.55,2,130,,product_mng,low
0.85,0.97,4,266,,product_mng,low
0.43,0.52,2,139,,product_mng,low
0.75,0.86,5,260,,IT,low
0.11,0.55,2,137,,RandD,low
0.36,0.5,2,158,,RandD,low
0.1,0.79,6,249,,RandD,low
0.74,0.89,5,259,,RandD,low
0.4,0.46,2,144,,RandD,low
0.09,0.77,6,244,,marketing,low
0.76,0.91,4,219,,sales,low
0.45,0.57,2,151,,accounting,low
0.84,0.88,4,269,,support,low
0.38,0.45,2,127,,technical,low
0.38,0.46,2,144,,management,low
0.38,0.54,2,157,,marketing,medium
0.86,0.94,5,224,,marketing,medium
0.37,0.46,2,155,,marketing,medium
0.37,0.5,2,131,,sales,medium
0.87,1,4,258,,sales,medium
0.11,0.85,6,267,,sales,medium
0.42,0.5,2,141,,sales,medium
0.43,0.48,2,160,,sales,medium
0.09,0.8,6,247,,sales,medium
0.54,0.56,4,260,,sales,medium
0.4,0.47,2,151,,sales,medium
0.36,0.52,2,137,,sales,medium
0.87,0.9,4,256,,sales,high
0.75,0.88,4,239,,sales,low
0.43,0.53,2,152,,sales,medium
0.43,0.47,2,149,,sales,medium
0.1,0.87,6,284,,sales,medium
0.11,0.78,7,248,,sales,medium
0.44,0.53,2,156,,sales,low
0.39,0.48,2,138,,sales,low
0.4,0.55,2,155,,sales,low
0.92,0.87,4,229,,sales,low
0.36,0.47,2,136,,accounting,low
0.86,0.95,4,241,,accounting,low
0.74,0.87,5,258,,accounting,low
0.8,0.95,3,146,,hr,low
0.36,0.48,2,145,,hr,low
0.42,0.57,2,159,,hr,low
0.42,0.47,2,129,,hr,low
0.4,0.45,2,142,,technical,low
0.46,0.53,2,129,,technical,low
0.09,0.9,6,287,,technical,low
0.88,0.89,4,275,,technical,low
0.1,0.82,6,272,,technical,low
0.1,0.97,6,307,,technical,low
0.11,0.93,4,295,,technical,low
0.84,0.88,5,237,,technical,low
0.42,0.56,2,158,,technical,low
0.1,0.86,6,266,,technical,low
0.1,0.95,6,256,,technical,medium
0.46,0.54,2,158,,support,medium
0.09,0.97,7,268,,support,medium
0.89,1,4,237,,support,medium
0.82,1,4,273,,support,medium
0.11,0.89,6,309,,support,medium
0.81,0.84,5,258,,support,medium
0.81,0.94,5,233,,support,medium
0.77,1,4,249,,support,medium
0.63,0.94,3,179,,support,medium
0.4,0.57,2,128,,support,medium
0.86,1,4,250,,support,medium
0.37,0.49,2,151,,technical,high
0.44,0.5,2,132,,technical,low
0.74,0.89,5,232,,technical,medium
0.79,1,4,229,,management,medium
0.09,0.92,6,261,,IT,medium
0.37,0.48,2,129,,IT,medium
0.09,0.78,6,244,,IT,low
0.09,0.84,6,258,,IT,low
0.1,0.8,7,292,,IT,low
0.45,0.56,2,143,,product_mng,low
0.4,0.51,2,136,,product_mng,low
0.31,0.95,6,235,,product_mng,low
0.7,0.93,2,310,,product_mng,low
0.36,0.48,2,152,,IT,low
0.34,0.97,6,157,,RandD,low
0.87,0.83,5,267,,RandD,low
0.11,0.91,6,302,,RandD,low
0.47,0.81,4,133,,RandD,low
0.43,0.52,2,142,,RandD,low
0.43,0.47,2,129,,marketing,low
0.45,0.57,2,136,,sales,low
0.74,1,5,223,,accounting,low
0.1,0.89,6,244,,support,low
0.78,0.87,5,243,,technical,low
0.9,0.95,5,275,,management,low
0.53,0.95,6,205,,marketing,low
0.45,0.54,2,154,,marketing,low
0.86,0.83,4,270,,marketing,medium
0.74,0.89,4,267,,sales,medium
0.09,0.79,6,276,,sales,medium
0.8,0.95,5,244,,sales,medium
0.46,0.53,2,128,,sales,medium
0.86,0.95,5,269,,sales,medium
0.86,0.95,4,238,,sales,medium
0.9,0.91,4,269,,sales,medium
0.87,0.88,5,231,,sales,medium
0.83,0.94,4,267,,sales,medium
0.77,0.83,4,245,,sales,medium
0.77,1,4,272,,sales,medium
0.9,0.86,5,254,,sales,high
0.73,0.92,4,273,,sales,low
0.91,0.9,4,250,,sales,medium
0.36,0.53,2,133,,sales,medium
0.38,0.54,2,150,,sales,medium
0.44,0.46,2,157,,sales,medium
0.73,1,5,230,,sales,low
0.89,0.91,5,260,,sales,low
0.11,0.77,6,275,,accounting,low
0.1,0.77,7,308,,accounting,low
0.37,0.46,2,129,,accounting,low
0.38,0.48,2,134,,hr,low
0.42,0.48,2,132,,hr,low
0.44,0.46,2,153,,hr,low
0.11,0.83,6,262,,hr,low
0.09,0.97,7,262,,technical,low
0.43,0.47,2,130,,technical,low
0.38,0.52,2,156,,technical,low
0.11,0.89,6,254,,technical,low
0.37,0.49,2,130,,technical,low
0.44,0.57,2,139,,technical,low
0.72,0.82,5,269,,technical,low
0.1,0.91,7,297,,technical,low
0.73,0.86,5,249,,technical,low
0.09,0.82,7,267,,technical,low
0.44,0.46,2,149,,technical,low
0.09,0.82,6,251,,support,low
0.1,0.87,6,306,,support,medium
0.11,0.86,6,279,,support,medium
0.42,0.46,2,131,,support,medium
0.09,0.85,6,260,,support,medium
0.72,0.88,5,249,,support,medium
0.75,0.97,4,245,,support,medium
0.44,0.5,2,138,,support,medium
0.11,0.91,6,278,,support,medium
0.38,0.47,2,147,,support,medium
0.39,0.57,2,131,,support,medium
0.1,0.9,7,301,,technical,medium
0.43,0.52,2,141,,technical,medium
0.39,0.57,2,158,,technical,high
0.88,0.87,4,235,,management,low
0.1,0.85,7,261,,IT,medium
0.1,0.89,5,270,,IT,medium
0.11,0.93,6,290,,IT,medium
0.37,0.47,2,149,,IT,medium
0.37,0.48,2,160,,IT,low
0.77,0.87,4,150,,product_mng,low
0.91,0.94,5,218,,product_mng,low
0.46,0.51,2,155,,product_mng,low
0.11,0.87,6,291,,product_mng,low
0.86,0.91,5,265,,IT,low
0.87,0.88,5,262,,sales,low
0.09,0.92,6,303,,sales,low
0.42,0.46,2,132,,sales,low
0.82,0.83,4,245,,sales,low
0.46,0.48,2,129,,sales,low
0.88,1,5,226,,marketing,low
0.1,0.91,6,286,,marketing,low
0.43,0.45,2,140,,sales,low
0.37,0.49,2,153,,accounting,low
0.8,0.95,5,217,,support,low
0.83,0.95,5,258,,technical,low
0.39,0.57,2,156,,management,low
0.77,0.92,5,255,,marketing,low
0.43,0.46,2,129,,marketing,low
0.79,0.96,4,234,,marketing,low
0.39,0.55,2,152,,sales,medium
0.1,0.88,7,300,,sales,medium
0.39,0.53,2,131,,sales,medium
0.11,0.89,6,301,,sales,medium
0.4,0.51,2,156,,sales,medium
0.42,0.52,2,141,,sales,medium
0.57,0.85,4,219,,sales,medium
0.11,0.95,7,269,,sales,medium
0.36,0.73,4,276,,sales,medium
0.11,0.94,7,302,,sales,medium
0.35,0.8,6,281,,sales,medium
0.78,0.99,5,241,,sales,medium
0.11,0.93,7,288,,sales,high
0.1,0.96,6,303,,sales,low
0.42,0.54,2,135,,sales,medium
0.43,0.5,2,127,,sales,medium
0.79,0.84,5,245,,sales,medium
0.45,0.45,2,145,,sales,medium
0.09,0.91,6,248,,sales,low
0.11,0.91,6,302,,accounting,low
0.45,0.49,2,144,,accounting,low
0.11,0.91,6,272,,accounting,low
0.09,0.8,6,294,,hr,low
0.78,0.71,4,296,,hr,low
0.38,0.5,2,151,,hr,low
0.82,0.82,4,249,,hr,low
0.85,0.89,4,221,,technical,low
0.45,0.46,2,146,,technical,low
0.77,0.89,5,243,,technical,low
0.39,0.5,2,127,,technical,low
0.91,0.9,4,245,,technical,low
0.11,0.77,6,264,,technical,low
0.46,0.45,2,143,,technical,low
0.43,0.49,2,135,,technical,low
0.11,0.96,6,262,,technical,low
0.1,0.93,6,299,,technical,low
0.09,0.8,5,279,,technical,low
0.36,0.51,2,155,,support,low
0.11,0.89,6,264,,support,low
0.09,0.77,6,256,,support,medium
0.44,0.51,2,129,,support,medium
0.73,0.97,5,217,,support,medium
0.21,0.58,7,203,,support,medium
0.8,0.85,4,264,,support,medium
0.37,0.55,2,159,,support,medium
0.79,0.96,5,218,,support,medium
0.09,0.8,6,298,,support,medium
0.75,0.74,6,134,,support,medium
0.83,1,5,263,,technical,medium
0.1,0.77,5,252,,technical,medium
0.44,0.55,2,136,,technical,medium
0.42,0.97,6,259,,management,high
0.43,0.56,2,158,,IT,low
0.09,0.84,7,307,,IT,medium
0.44,0.53,2,152,,IT,medium
0.81,0.98,5,237,,IT,medium
0.1,0.79,7,284,,IT,medium
0.1,0.93,6,243,,product_mng,low
0.11,0.83,6,268,,product_mng,low
0.09,0.77,6,244,,product_mng,low
0.75,0.83,5,262,,product_mng,low
0.38,0.55,2,134,,IT,low
0.09,0.87,7,278,,IT,low
0.74,0.97,5,238,,IT,low
0.44,0.56,2,127,,IT,low
0.76,0.95,4,259,,RandD,low
0.42,0.56,2,146,,RandD,low
0.75,1,4,243,,RandD,low
0.36,0.52,2,137,,marketing,low
0.75,0.93,5,229,,sales,low
0.4,0.46,2,134,,accounting,low
0.75,0.89,4,228,,support,low
0.09,0.84,6,301,,technical,low
0.39,0.46,2,127,,management,low
0.4,0.48,2,142,,marketing,low
0.39,0.54,2,131,,marketing,low
0.1,0.85,7,310,,marketing,low
0.42,0.55,2,148,,sales,low
0.37,0.52,2,143,,sales,medium
0.11,0.98,6,250,,sales,medium
0.09,0.88,7,265,,sales,medium
0.41,0.54,2,152,,sales,medium
0.42,0.49,2,145,,sales,medium
0.4,0.49,2,140,,sales,medium
0.36,0.47,2,129,,sales,medium
0.74,0.9,4,226,,sales,medium
0.66,1,5,269,,sales,medium
0.38,0.47,2,152,,sales,medium
0.43,0.51,2,132,,sales,medium
0.43,0.53,2,148,,sales,medium
0.1,0.85,6,297,,sales,high
0.82,0.85,4,274,,sales,low
0.1,0.77,6,280,,sales,medium
0.1,0.93,6,288,,sales,medium
0.43,0.49,2,155,,sales,medium
0.09,0.94,7,247,,sales,medium
0.41,0.54,2,138,,accounting,low
0.1,0.82,7,284,,accounting,low
0.88,0.92,4,225,,accounting,low
0.43,0.57,2,151,,hr,low
0.42,0.5,2,155,,hr,low
0.85,1,4,234,,hr,low
0.38,0.49,2,144,,hr,low
0.39,0.47,2,142,,technical,low
0.41,0.48,2,126,,technical,low
0.88,0.92,4,233,,technical,low
0.78,0.96,4,241,,technical,low
0.45,0.48,2,138,,technical,low
0.09,0.95,6,260,,technical,low
0.44,0.56,2,145,,technical,low
0.11,0.84,6,252,,technical,low
0.36,0.51,2,143,,technical,low
0.86,0.98,4,270,,technical,low
0.1,0.92,6,285,,technical,low
0.45,0.53,2,149,,support,low
0.42,0.53,2,158,,support,low
0.36,0.55,2,134,,support,low
0.45,0.55,2,129,,support,medium
0.38,0.57,2,131,,support,medium
0.11,0.97,6,288,,support,medium
0.45,0.46,2,142,,support,medium
0.87,0.95,5,227,,support,medium
0.45,0.53,2,131,,support,medium
0.1,0.83,6,283,,support,medium
0.44,0.54,2,139,,support,medium
0.78,1,4,267,,technical,medium
0.38,0.56,2,148,,technical,medium
0.85,0.84,5,272,,technical,medium
0.36,0.48,2,148,,management,medium
0.75,0.88,5,270,,IT,high
0.81,0.81,4,218,,IT,low
0.4,0.55,2,150,,IT,medium
0.83,0.83,5,260,,IT,medium
0.41,0.52,2,127,,IT,medium
0.42,0.57,2,134,,product_mng,medium
0.09,0.83,7,258,,product_mng,low
0.87,0.81,5,304,,product_mng,low
0.43,0.56,6,149,,product_mng,low
0.39,0.51,2,139,,IT,low
0.1,0.9,6,272,,RandD,low
0.41,0.52,2,132,,RandD,low
0.72,1,2,240,,RandD,low
0.44,0.55,2,137,,RandD,low
0.38,0.5,2,139,,RandD,low
0.46,0.52,2,148,,RandD,low
0.4,0.49,2,149,,marketing,low
0.45,0.45,2,131,,sales,low
0.89,0.89,5,262,,accounting,low
0.1,0.97,7,284,,support,low
0.46,0.48,2,161,,technical,low
0.09,0.78,7,290,,management,low
0.45,0.57,2,149,,marketing,low
0.89,0.98,4,242,,marketing,low
0.62,0.77,5,227,,marketing,low
0.11,0.93,6,276,,sales,low
0.44,0.5,2,135,,sales,low
0.09,0.94,6,266,,sales,medium
0.56,0.75,5,236,,sales,medium
0.77,0.89,4,270,,sales,medium
0.39,0.49,2,146,,sales,medium
0.1,0.92,5,272,,sales,medium
0.72,0.85,5,246,,sales,medium
0.4,0.52,2,136,,sales,medium
0.11,0.81,6,260,,sales,medium
0.88,1,5,247,,sales,medium
0.37,0.51,2,127,,sales,medium
0.11,0.96,6,267,,sales,medium
0.4,0.52,2,143,,sales,medium
0.1,0.86,6,306,,sales,high
0.62,0.89,3,131,,sales,low
0.78,0.86,4,249,,sales,medium
0.37,0.52,2,144,,sales,medium
0.76,0.82,4,254,,sales,medium
0.42,0.53,2,131,,accounting,medium
0.1,0.77,6,272,,accounting,low
0.42,0.47,2,157,,accounting,low
0.1,0.96,7,301,,hr,low
0.1,0.81,6,252,,hr,low
0.42,0.47,2,130,,hr,low
0.09,0.86,6,297,,hr,low
0.1,0.8,6,248,,technical,low
0.11,0.89,7,257,,technical,low
0.44,0.53,2,147,,technical,low
0.87,0.9,3,307,,technical,low
0.44,0.46,2,154,,technical,low
0.41,0.56,2,143,,technical,low
0.51,0.79,4,134,,technical,low
0.89,0.96,5,221,,technical,low
0.1,0.96,6,275,,technical,low
0.9,0.94,5,247,,technical,low
0.36,0.55,2,131,,technical,low
0.44,0.54,2,150,,support,low
0.39,0.57,2,150,,support,low
0.38,1,5,137,,support,low
0.73,0.95,4,223,,support,low
0.1,0.96,6,292,,support,medium
0.89,0.83,5,130,,support,medium
0.87,0.85,5,221,,support,medium
0.84,0.89,4,245,,support,medium
0.11,0.77,6,274,,support,medium
0.74,1,5,248,,support,medium
0.79,0.97,4,243,,support,medium
0.1,0.92,7,273,,technical,medium
0.83,0.95,5,221,,technical,medium
0.1,0.79,6,271,,technical,medium
0.45,0.5,2,157,,management,medium
0.29,0.48,2,249,,IT,medium
0.46,0.46,2,145,,IT,high
0.11,0.83,6,262,,IT,low
0.75,0.89,5,272,,IT,medium
0.4,0.5,2,129,,IT,medium
0.37,0.46,2,134,,product_mng,medium
0.41,0.52,2,147,,product_mng,medium
0.1,0.83,6,293,,product_mng,low
0.39,0.52,2,129,,product_mng,low
0.4,0.45,2,140,,IT,low
0.41,0.52,2,132,,RandD,low
0.11,0.89,6,284,,RandD,low
0.74,0.99,5,263,,RandD,low
0.42,0.46,2,143,,RandD,low
0.88,0.88,4,265,,RandD,low
0.37,0.53,2,147,,RandD,low
0.78,0.81,4,253,,marketing,low
0.46,0.5,2,141,,sales,low
0.74,1,5,222,,accounting,low
0.11,0.86,6,273,,support,low
0.8,0.87,5,240,,technical,low
0.37,0.48,2,154,,management,low
0.87,0.92,4,253,,marketing,low
0.9,0.84,5,221,,marketing,low
0.1,0.88,6,263,,marketing,low
0.43,0.46,2,145,,sales,low
0.11,0.91,6,279,,sales,low
0.4,0.46,2,146,,sales,low
0.09,0.93,7,270,,sales,medium
0.4,0.5,2,135,,sales,medium
0.14,0.7,5,236,,sales,medium
0.4,0.49,2,151,,sales,medium
0.11,0.79,6,244,,sales,medium
0.72,1,4,169,,sales,medium
0.39,0.57,2,157,,sales,medium
0.82,0.93,4,246,,sales,medium
0.41,0.52,2,142,,sales,medium
0.45,0.51,2,156,,sales,medium
0.2,0.7,6,281,,sales,medium
0.43,0.53,2,146,,sales,medium
0.39,0.55,2,156,,sales,high
0.11,0.86,6,299,,sales,low
0.45,0.47,2,136,,sales,medium
0.11,0.87,6,272,,sales,medium
0.84,0.86,5,240,,accounting,medium
0.86,0.96,5,245,,accounting,medium
0.79,0.93,5,269,,accounting,low
0.39,0.57,2,130,,hr,low
0.15,0.62,4,257,,hr,low
0.81,1,4,241,,hr,low
0.39,0.53,2,136,,hr,low
0.92,0.94,4,219,,technical,low
0.9,0.98,5,271,,technical,low
0.32,0.6,2,280,,technical,low
0.46,0.46,2,140,,technical,low
0.83,0.98,4,254,,technical,low
0.39,0.47,2,131,,technical,low
0.2,0.9,6,138,,technical,low
0.11,0.85,6,295,,technical,low
0.11,0.96,6,301,,technical,low
0.1,0.95,7,296,,technical,low
0.75,0.87,5,246,,technical,low
0.44,0.57,2,145,,support,low
0.86,0.93,5,241,,support,low
0.1,0.82,6,269,,support,low
0.39,0.49,2,146,,support,low
0.45,0.48,2,149,,support,low
0.1,0.94,7,287,,support,medium
0.36,0.55,2,138,,support,medium
0.57,0.61,4,158,,support,medium
0.09,0.87,6,266,,support,medium
0.87,0.91,4,255,,support,medium
0.43,0.52,2,156,,support,medium
0.36,0.5,2,147,,technical,medium
0.91,0.99,5,265,,technical,medium
0.41,0.48,2,136,,technical,medium
0.37,0.52,2,140,,management,medium
0.43,0.45,2,146,,IT,medium
0.43,0.57,2,142,,IT,medium
0.4,0.53,2,155,,IT,high
0.1,0.89,7,285,,IT,low
0.76,0.99,4,253,,IT,medium
0.82,0.93,4,248,,product_mng,medium
0.11,0.83,7,255,,product_mng,medium
0.43,0.52,2,154,,product_mng,medium
0.11,0.88,7,305,,product_mng,low
0.41,0.48,2,141,,IT,low
0.73,0.87,5,252,,RandD,low
0.37,0.57,2,157,,RandD,low
0.11,0.89,6,250,,RandD,low
0.46,0.52,2,131,,RandD,low
0.41,0.5,2,149,,RandD,low
0.78,0.78,4,260,,RandD,low
0.78,0.86,5,260,,marketing,low
0.72,0.86,5,251,,sales,low
0.63,0.83,6,242,,accounting,low
0.55,1,6,136,,support,low
0.45,0.55,2,155,,technical,low
0.39,0.51,2,155,,management,low
0.1,0.81,6,248,,marketing,low
0.4,0.5,2,136,,marketing,low
0.39,0.54,2,133,,marketing,low
0.78,0.45,4,128,,sales,low
0.42,0.53,2,142,,sales,low
0.39,0.54,2,149,,sales,low
0.46,0.57,2,145,,sales,low
0.1,0.92,6,279,,sales,medium
0.45,0.47,2,146,,sales,medium
0.1,0.83,6,264,,sales,medium
0.1,0.89,7,272,,sales,medium
0.78,0.86,5,256,,sales,medium
0.4,0.65,2,296,,sales,medium
0.45,0.51,2,155,,sales,medium
0.39,0.56,2,130,,sales,medium
